icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
440cab,AUA6EA  ,Austria,1750795650,1750795651,14.4792,48.8804,9288.78,False,237.44,119.18,-9.75,,9715.5,4633,False,0,2025-06-24T20:07:32
440cb1,EJU601G ,Austria,1750795651,1750795651,2.3736,48.7222,,True,30.87,255.94,,,,1000,False,0,2025-06-24T20:07:32
4008ad,BAW73NA ,United Kingdom,1750795651,1750795651,3.5543,47.2697,9448.8,False,221.4,154.98,0.0,,9944.1,0504,False,0,2025-06-24T20:07:32
3c670c,DLH722  ,Germany,1750795650,1750795651,28.6332,43.5684,11887.2,False,268.58,119.36,0.0,,12397.74,6520,False,0,2025-06-24T20:07:32
4008b2,BAW445  ,United Kingdom,1750795651,1750795651,-1.6522,49.0621,10706.1,False,236.51,355.01,-5.2,,11193.78,5364,False,0,2025-06-24T20:07:32
4951cb,TAP5AS  ,Portugal,1750795651,1750795651,-7.2966,41.6253,11887.2,False,220.89,205.67,0.33,,12321.54,0120,False,0,2025-06-24T20:07:32
4951cc,TAP921  ,Portugal,1750795651,1750795651,-3.1444,42.0505,11269.98,False,222.99,255.16,-3.58,,11811.0,3753,False,0,2025-06-24T20:07:32
4951cd,TAP437X ,Portugal,1750795650,1750795651,0.0768,48.3512,8442.96,False,233.59,234.14,6.5,,8915.4,7653,False,0,2025-06-24T20:07:32
3c6581,DLH25N  ,Germany,1750795651,1750795651,8.5938,46.8017,10668.0,False,233.62,175.96,0.0,,11209.02,1000,False,0,2025-06-24T20:07:32
3c6586,DLH3AF  ,Germany,1750795651,1750795651,8.4702,49.9605,1600.2,False,110.43,193.19,13.0,,1714.5,2547,False,0,2025-06-24T20:07:32
3c6585,DLH1UT  ,Germany,1750795651,1750795651,23.7026,45.2746,10675.62,False,255.84,116.26,0.0,,11178.54,1000,False,0,2025-06-24T20:07:32
3c658b,DLH2EP  ,Germany,1750795651,1750795651,13.817,52.4146,1120.14,False,103.35,313.39,-6.5,,1165.86,1000,False,0,2025-06-24T20:07:32
02a1a6,LBT574  ,Tunisia,1750795422,1750795426,5.0784,45.7151,,True,2.06,8.44,,,,1000,False,0,2025-06-24T20:07:32
02a1a2,LBT818  ,Tunisia,1750794923,1750795650,26.4405,57.563,7711.44,False,222.0,29.12,0.0,,10866.12,2204,False,0,2025-06-24T20:07:32
3c6590,DLH1EL  ,Germany,1750795651,1750795651,13.6576,48.1983,9860.28,False,251.52,99.65,9.43,,10325.1,5153,False,0,2025-06-24T20:07:32
3c6597,DLH5XA  ,Germany,1750795490,1750795634,11.8042,48.3462,,True,0.0,174.38,,,,,False,0,2025-06-24T20:07:32
39d314,TVF66TK ,France,1750795651,1750795652,2.9497,48.7164,2209.8,False,124.27,345.62,-5.85,,2369.82,1000,False,0,2025-06-24T20:07:32
39d319,TVF86WQ ,France,1750795651,1750795651,1.0957,47.458,7658.1,False,199.97,25.44,-5.2,,8100.06,1000,False,0,2025-06-24T20:07:32
39d310,TVF40WT ,France,1750795651,1750795651,-3.2928,45.0795,10363.2,False,239.28,33.69,0.0,,10866.12,1452,False,0,2025-06-24T20:07:32
39d313,TVF43PP ,France,1750795651,1750795651,4.3825,47.6003,8839.2,False,191.8,307.7,0.0,,9311.64,1000,False,0,2025-06-24T20:07:32
4690fa,AEE4098 ,Greece,1750795650,1750795651,22.9021,38.5767,7719.06,False,229.63,309.18,6.5,,8183.88,2050,False,0,2025-06-24T20:07:32
408213,EXS71N  ,United Kingdom,1750795651,1750795651,14.6404,46.1574,10972.8,False,214.19,308.47,0.0,,11544.3,0526,False,0,2025-06-24T20:07:32
39d30e,TVF84BP ,France,1750795651,1750795651,1.8359,48.5072,3352.8,False,193.87,38.97,0.0,,3558.54,1000,False,0,2025-06-24T20:07:32
39d30f,TVF36TM ,France,1750795651,1750795651,1.6621,46.8997,10668.0,False,216.26,206.57,0.0,,11209.02,1000,False,0,2025-06-24T20:07:32
34804a,SWT1811 ,Spain,1750795650,1750795650,-3.2005,40.2659,2301.24,False,136.32,282.2,-6.5,,2484.12,5073,False,0,2025-06-24T20:07:32
39d30a,TVF8801 ,France,1750795650,1750795651,6.2783,41.914,10020.3,False,212.11,320.91,-4.88,,10599.42,1000,False,0,2025-06-24T20:07:32
39d30b,TVF18VF ,France,1750795651,1750795651,4.7916,49.5421,7665.72,False,171.06,249.77,-10.4,,8061.96,1000,False,0,2025-06-24T20:07:32
3c786b,CFG5PM  ,Germany,1750795651,1750795651,9.3446,49.8474,3048.0,False,151.03,11.2,0.0,,3215.64,1000,False,0,2025-06-24T20:07:32
4b5da7,TE26    ,Switzerland,1750795648,1750795648,8.5581,47.4611,,True,6.94,289.69,,,,,False,0,2025-06-24T20:07:32
408281,BCI390  ,United Kingdom,1750795651,1750795651,-1.3612,50.9469,,True,6.94,19.69,,,,7546,False,0,2025-06-24T20:07:32
4b5da3,TE22    ,Switzerland,1750795636,1750795644,8.5585,47.4498,,True,0.06,180.0,,,,,False,0,2025-06-24T20:07:32
39e68b,AFR37LL ,France,1750795599,1750795599,2.6024,48.9949,106.68,False,65.07,265.01,-3.58,,251.46,1000,False,0,2025-06-24T20:07:32
39e68a,AFR95NP ,France,1750795651,1750795651,12.9647,49.2773,10668.0,False,257.74,109.59,0.0,,11125.2,1000,False,0,2025-06-24T20:07:32
39e68c,AFR78BB ,France,1750795651,1750795651,12.2909,45.4576,281.94,False,67.38,42.21,-3.58,,350.52,1000,False,0,2025-06-24T20:07:32
3c6544,DLH48X  ,Germany,1750795651,1750795651,-6.8627,42.5313,11277.6,False,211.54,199.76,-0.65,,11711.94,0131,False,0,2025-06-24T20:07:32
4690f9,AEE4559 ,Greece,1750795636,1750795651,23.4756,56.5215,10972.8,False,240.62,189.72,0.33,,10965.18,4564,False,0,2025-06-24T20:07:32
3c7889,NGN7601 ,Germany,1750795651,1750795651,10.4244,45.2858,10370.82,False,229.84,296.16,0.0,,10934.7,3707,False,0,2025-06-24T20:07:32
3c6550,LHX1FW  ,Germany,1750795650,1750795650,11.8015,48.3523,,True,0.0,351.56,,,,6663,False,0,2025-06-24T20:07:32
39e681,AFR24FT ,France,1750795652,1750795652,7.956,47.5268,5257.8,False,151.22,99.4,-5.53,,5585.46,1000,False,0,2025-06-24T20:07:32
39e684,AFR38FX ,France,1750795651,1750795651,3.513,46.8978,10058.4,False,231.36,155.43,0.0,,10591.8,1000,False,0,2025-06-24T20:07:32
39e686,AFR36XB ,France,1750795651,1750795651,0.8692,47.7311,8679.18,False,250.77,26.57,-5.2,,9151.62,1000,False,0,2025-06-24T20:07:32
4b5daf,RTT8    ,Switzerland,1750795650,1750795650,8.553,47.461,,True,4.12,289.69,,,,,False,0,2025-06-24T20:07:32
4b5dad,RTT1    ,Switzerland,1750795555,1750795558,8.5527,47.4609,,True,0.0,337.5,,,,,False,0,2025-06-24T20:07:32
4b5dab,TJ12    ,Switzerland,1750795620,1750795620,8.5584,47.4482,,True,8.23,154.69,,,,,False,0,2025-06-24T20:07:32
3c656b,OCN136  ,Germany,1750795651,1750795651,23.0276,36.3392,11277.6,False,244.11,153.06,0.0,,11879.58,2564,False,0,2025-06-24T20:07:32
39e698,AFR1886 ,France,1750795640,1750795640,-3.366,55.9486,,True,0.77,146.25,,,,7567,False,0,2025-06-24T20:07:32
3cfbb0,IJM55P  ,Germany,1750795651,1750795651,21.4073,47.8132,12496.8,False,249.41,123.56,0.33,,12969.24,3410,False,0,2025-06-24T20:07:32
39e691,AFR1462 ,France,1750795651,1750795651,10.9442,55.5027,11277.6,False,243.38,45.77,0.0,,11445.24,5613,False,0,2025-06-24T20:07:32
0a004a,DAH1079 ,Algeria,1750795651,1750795651,1.1698,44.8983,10668.0,False,220.36,191.99,0.0,,11231.88,7634,False,0,2025-06-24T20:07:32
4846e0,V7      ,Kingdom of the Netherlands,1750795596,1750795596,4.7104,52.3449,,True,6.43,182.81,,,,,False,0,2025-06-24T20:07:32
4846e1,V8      ,Kingdom of the Netherlands,1750795644,1750795644,4.7122,52.3329,,True,21.09,165.94,,,,,False,0,2025-06-24T20:07:32
3c64b1,DLH3UV  ,Germany,1750795651,1750795651,11.8881,53.3014,10660.38,False,238.82,37.56,0.0,,10949.94,3121,False,0,2025-06-24T20:07:32
3c64af,DLH2FR  ,Germany,1750795651,1750795651,8.6497,53.8282,11277.6,False,206.5,346.31,0.0,,11574.78,3731,False,0,2025-06-24T20:07:32
3c64ac,DLH9CL  ,Germany,1750795651,1750795652,12.8732,50.1909,10607.04,False,237.85,17.89,4.23,,11033.76,6457,False,0,2025-06-24T20:07:32
4080ea,SHT6U   ,United Kingdom,1750795651,1750795652,-3.5477,55.316,5036.82,False,171.01,330.04,-11.38,,5151.12,6304,False,0,2025-06-24T20:07:32
3c64ab,DLH898  ,Germany,1750794964,1750795651,17.4105,53.1609,10675.62,False,254.22,68.89,-0.33,,10736.58,1000,False,0,2025-06-24T20:07:32
3c64aa,DLH2558 ,Germany,1750795443,1750795538,11.8032,48.3483,,True,2.06,109.69,,,,4372,False,0,2025-06-24T20:07:32
4080f7,EZY78GA ,United Kingdom,1750795651,1750795651,11.8947,41.7898,2758.44,False,150.22,269.8,10.4,,2979.42,,False,0,2025-06-24T20:07:32
0a008f,,Algeria,1750795527,1750795528,-0.6383,35.6507,1127.76,False,91.32,46.14,5.53,,1242.06,,False,0,2025-06-24T20:07:32
0a0093,DAH1545 ,Algeria,1750795651,1750795651,3.122,45.0888,11269.98,False,227.59,166.4,0.0,,11856.72,7640,False,0,2025-06-24T20:07:32
0a0078,DAH1008 ,Algeria,1750795651,1750795651,4.5424,45.3802,10965.18,False,235.27,353.09,0.0,,11544.3,5562,False,0,2025-06-24T20:07:32
02a1b4,LBT509  ,Tunisia,1750795531,1750795577,7.7131,37.4731,11277.6,False,248.47,153.7,0.0,,11948.16,7662,False,0,2025-06-24T20:07:32
02a1b0,LBT7234 ,Tunisia,1750795559,1750795559,15.9171,42.0673,10972.8,False,236.43,48.09,0.0,,11590.02,6133,False,0,2025-06-24T20:07:32
02a1b1,LBT128  ,Tunisia,1750795651,1750795651,3.2034,36.601,10751.82,False,212.2,260.65,-4.88,,11430.0,,False,0,2025-06-24T20:07:32
0a0074,DAH1235 ,Algeria,1750795650,1750795651,3.0444,40.6739,11277.6,False,237.28,178.14,0.0,,11894.82,7672,False,0,2025-06-24T20:07:32
0a0086,DAH304  ,Algeria,1750795651,1750795651,12.6704,35.9582,11887.2,False,266.09,95.32,0.0,,12603.48,,False,0,2025-06-24T20:07:32
0a0083,,Algeria,1750795644,1750795651,3.2425,36.7075,205.74,False,62.91,50.97,8.45,,251.46,,False,0,2025-06-24T20:07:32
39e4ac,AFR59WR ,France,1750795651,1750795651,23.6428,37.7393,1600.2,False,142.5,90.41,-8.45,,1760.22,7552,False,0,2025-06-24T20:07:32
4080db,BAW63GC ,United Kingdom,1750795651,1750795651,10.8416,48.1153,11582.4,False,218.88,305.82,0.33,,12100.56,7542,False,0,2025-06-24T20:07:32
4080df,EXS12M  ,United Kingdom,1750795650,1750795650,27.0953,36.7893,137.16,False,67.51,327.76,0.33,,160.02,4553,True,0,2025-06-24T20:07:32
494113,NJE5MH  ,Portugal,1750795650,1750795651,2.3078,50.0496,10043.16,False,201.48,324.04,-10.08,,10492.74,6741,False,0,2025-06-24T20:07:32
4080e4,SHT8E   ,United Kingdom,1750795651,1750795651,-2.4469,54.3311,11574.78,False,220.4,333.38,0.33,,11932.92,6216,False,0,2025-06-24T20:07:32
4080e1,BAW482P ,United Kingdom,1750795651,1750795651,2.134,42.2856,6697.98,False,199.15,149.92,-12.03,,7162.8,2022,False,0,2025-06-24T20:07:32
4080e2,EXS1JK  ,United Kingdom,1750795651,1750795651,27.4321,38.4918,11772.9,False,247.04,127.3,-5.2,,12412.98,2073,False,0,2025-06-24T20:07:32
0a0026,DAH2015 ,Algeria,1750795651,1750795651,2.6772,39.6749,10058.4,False,232.96,165.29,0.0,,10668.0,1421,False,0,2025-06-24T20:07:32
0a0021,DAH1037 ,Algeria,1750795651,1750795651,3.4797,39.6512,11277.6,False,241.04,189.58,0.0,,11910.06,6752,False,0,2025-06-24T20:07:32
a4158a,UPS285  ,United States,1750795651,1750795652,12.0008,56.172,9448.8,False,221.91,204.66,0.0,,9517.38,3511,False,0,2025-06-24T20:07:32
4080c1,RUK2045 ,United Kingdom,1750795651,1750795651,-4.5118,42.7736,11277.6,False,210.94,180.7,-0.33,,11803.38,2032,False,0,2025-06-24T20:07:32
4080c2,RUK792  ,United Kingdom,1750795651,1750795651,4.1443,50.8124,11269.98,False,247.21,106.81,0.0,,11719.56,3442,False,0,2025-06-24T20:07:32
4a08ed,ROT5312 ,Romania,1750795532,1750795536,24.6333,43.1241,8572.5,False,221.54,44.72,-5.53,,9060.18,,False,0,2025-06-24T20:07:32
782191,HLF8876 ,China,1750795651,1750795651,18.804,46.8446,10668.0,False,265.19,150.35,0.0,,11170.92,4360,False,0,2025-06-24T20:07:32
4009c6,BAW933  ,United Kingdom,1750795651,1750795651,6.5842,50.8671,4884.42,False,170.47,264.81,13.0,,5120.64,4110,False,0,2025-06-24T20:07:32
3c6635,DLH55A  ,Germany,1750795488,1750795507,8.56,50.0407,106.68,True,8.75,320.62,,,,1000,False,0,2025-06-24T20:07:32
7103dd,SVA260  ,Saudi Arabia,1750795651,1750795651,29.6653,39.3582,11826.24,False,238.75,158.91,6.5,,12451.08,2356,False,0,2025-06-24T20:07:32
408183,EZY36ZR ,United Kingdom,1750795649,1750795649,28.0934,36.4042,,True,0.0,160.31,,,,4704,True,0,2025-06-24T20:07:32
4b15ef,EDW28K  ,Switzerland,1750795651,1750795651,8.5421,47.4566,,True,7.72,165.94,,,,1000,False,0,2025-06-24T20:07:32
408184,EZY56JC ,United Kingdom,1750795651,1750795651,14.9151,44.781,10972.8,False,219.82,294.77,0.0,,11559.54,3232,False,0,2025-06-24T20:07:32
408181,EZY57NP ,United Kingdom,1750795650,1750795651,15.507,43.8537,10972.8,False,223.69,309.4,0.0,,11567.16,,False,0,2025-06-24T20:07:32
3c6657,DLH884  ,Germany,1750795651,1750795651,14.8074,54.3647,10668.0,False,236.56,41.39,0.0,,10828.02,3733,False,0,2025-06-24T20:07:32
4b15db,EDW267J ,Switzerland,1750795649,1750795652,8.9841,47.3654,2354.58,False,108.55,359.73,-6.18,,2537.46,1000,False,0,2025-06-24T20:07:32
40815b,EZY97KL ,United Kingdom,1750795651,1750795651,24.6943,39.7137,10965.18,False,230.0,303.69,0.0,,11529.06,5636,False,0,2025-06-24T20:07:32
3c7982,CFG031  ,Germany,1750795651,1750795651,10.7674,49.1676,6697.98,False,197.3,317.11,0.0,,7048.5,1000,False,0,2025-06-24T20:07:32
40815c,EZY52DA ,United Kingdom,1750795651,1750795651,-4.7553,38.3402,10736.58,False,197.34,191.43,-4.55,,11277.6,5211,False,0,2025-06-24T20:07:32
3c6652,DLH6YK  ,Germany,1750795651,1750795652,12.0969,54.9937,10363.2,False,211.06,2.1,0.0,,10515.6,6454,False,0,2025-06-24T20:07:32
3c7981,CFG3ZW  ,Germany,1750795651,1750795651,5.9698,42.6573,10355.58,False,230.28,39.38,-0.33,,10957.56,1000,False,0,2025-06-24T20:07:32
39d304,TVF19SL ,France,1750795651,1750795651,2.3408,47.6816,8115.3,False,225.71,167.9,10.08,,8542.02,7655,False,0,2025-06-24T20:07:32
39d305,TVF55HG ,France,1750795651,1750795651,1.4596,48.284,4221.48,False,207.83,46.91,-5.2,,4480.56,1000,False,0,2025-06-24T20:07:32
39d306,TVF58WJ ,France,1750795651,1750795651,12.5147,45.2791,11582.4,False,213.2,272.63,0.0,,12153.9,7356,False,0,2025-06-24T20:07:32
39d308,TVF65MM ,France,1750795651,1750795651,3.5028,48.0614,5379.72,False,160.47,313.57,-4.88,,5722.62,1000,False,0,2025-06-24T20:07:32
39d309,TVF48AC ,France,1750795650,1750795650,-6.339,41.3605,12192.0,False,257.96,37.46,0.0,,12672.06,2246,False,0,2025-06-24T20:07:32
4009f9,EFW2FC  ,United Kingdom,1750795651,1750795652,-7.904,42.2298,10972.8,False,251.37,10.14,-0.33,,11346.18,2241,False,0,2025-06-24T20:07:32
4009da,BAW376  ,United Kingdom,1750795651,1750795651,0.3962,49.0962,10668.0,False,234.62,164.74,-0.33,,11170.92,2540,False,0,2025-06-24T20:07:32
738c0a,ICL607  ,Israel,1750795651,1750795651,28.1623,35.8144,10972.8,False,223.11,298.81,0.0,,11559.54,,False,0,2025-06-24T20:07:32
738c0b,LOY773  ,Israel,1750795651,1750795651,17.4567,48.3484,12192.0,False,223.85,329.78,0.0,,12664.44,7234,False,0,2025-06-24T20:07:32
7103d8,SVA112  ,Saudi Arabia,1750795651,1750795651,23.8125,37.7385,11277.6,False,257.19,141.82,0.0,,11879.58,2241,False,0,2025-06-24T20:07:32
4009d8,BAW921  ,United Kingdom,1750795651,1750795651,4.0617,50.9729,10972.8,False,211.02,297.75,0.0,,11422.38,2540,False,0,2025-06-24T20:07:32
3c6468,CFG5VA  ,Germany,1750795651,1750795651,9.2287,47.7119,4000.5,False,124.29,265.97,-8.13,,4221.48,1000,False,0,2025-06-24T20:07:32
ab87c8,FDX3    ,United States,1750795651,1750795651,-2.3311,56.3193,9753.6,False,211.96,306.31,0.0,,9951.72,2565,False,0,2025-06-24T20:07:32
400877,BAW34V  ,United Kingdom,1750795650,1750795651,7.0848,50.6421,10363.2,False,202.54,288.2,0.0,,10774.68,3565,False,0,2025-06-24T20:07:32
3c6467,CFG4PK  ,Germany,1750795651,1750795651,6.717,50.7908,5638.8,False,194.28,24.73,-11.7,,5890.26,1000,False,0,2025-06-24T20:07:32
4a91fa,SAS2838 ,Sweden,1750795652,1750795652,0.9856,48.7714,11590.02,False,245.7,37.09,0.33,,12092.94,2367,False,0,2025-06-24T20:07:32
3c6481,DLH1560 ,Germany,1750795651,1750795651,13.1863,48.304,10668.0,False,256.08,107.78,0.0,,11140.44,6423,False,0,2025-06-24T20:07:32
3c6483,DLH8YA  ,Germany,1750795651,1750795651,8.318,50.0341,2438.4,False,167.93,23.66,0.98,,2575.56,3735,False,0,2025-06-24T20:07:32
3c6487,DLH3LE  ,Germany,1750795651,1750795651,12.937,44.363,11887.2,False,228.58,160.95,-0.33,,12466.32,1000,False,0,2025-06-24T20:07:32
3c6486,DLH35J  ,Germany,1750795650,1750795651,5.2422,49.5928,7315.2,False,226.99,262.05,0.0,,7642.86,4131,False,0,2025-06-24T20:07:32
3c648e,DLH1714 ,Germany,1750795651,1750795651,12.5873,47.6043,6377.94,False,246.35,136.44,6.5,,6736.08,7214,False,0,2025-06-24T20:07:32
3c648d,DLH5YM  ,Germany,1750795650,1750795651,6.8754,51.3383,472.44,False,70.17,233.05,-3.58,,533.4,1000,False,0,2025-06-24T20:07:32
3c648c,DLH7PJ  ,Germany,1750795651,1750795651,12.5408,55.128,3185.16,False,162.16,30.71,-4.88,,3177.54,7727,False,0,2025-06-24T20:07:32
3c648f,EWG4KM  ,Germany,1750795651,1750795651,9.7673,50.0782,10972.8,False,236.79,11.53,0.0,,11414.76,1000,False,0,2025-06-24T20:07:32
3c6491,EWG30H  ,Germany,1750795650,1750795650,0.1189,46.0277,10363.2,False,242.48,21.01,0.0,,10888.98,1000,False,0,2025-06-24T20:07:32
3c6496,EWG70L  ,Germany,1750795651,1750795651,6.4329,50.0459,8930.64,False,212.79,9.46,-8.45,,9357.36,2221,False,0,2025-06-24T20:07:32
3c6497,,Germany,1750795554,1750795562,11.805,48.3484,,True,1.8,118.12,,,,1000,False,0,2025-06-24T20:07:32
4b1619,SWR44X  ,Switzerland,1750795651,1750795651,9.4623,48.5024,10226.04,False,228.93,0.0,8.78,,10713.72,3042,False,0,2025-06-24T20:07:32
3c6429,CFG8TA  ,Germany,1750795651,1750795651,13.0647,51.65,10363.2,False,199.33,324.14,0.0,,10698.48,3121,False,0,2025-06-24T20:07:32
4b1612,SWR7MV  ,Switzerland,1750795650,1750795651,11.5265,46.492,10370.82,False,243.05,133.8,8.45,,10934.7,3025,False,0,2025-06-24T20:07:32
4b1613,EDW91CD ,Switzerland,1750795651,1750795651,8.9269,45.3382,10972.8,False,223.44,357.76,0.33,,11559.54,1000,False,0,2025-06-24T20:07:32
4b1614,SWR259T ,Switzerland,1750795651,1750795651,8.6717,47.4493,838.2,False,77.09,276.13,-3.9,,952.5,1000,False,0,2025-06-24T20:07:32
4b1615,SWR3QA  ,Switzerland,1750795633,1750795648,8.558,47.4551,396.24,False,4.63,84.38,,,,1000,False,0,2025-06-24T20:07:32
3c6423,CFG5YL  ,Germany,1750795651,1750795651,19.3916,47.0275,10363.2,False,205.02,330.54,0.0,,10843.26,6473,False,0,2025-06-24T20:07:32
3c6448,DLH2KC  ,Germany,1750795466,1750795469,11.8213,48.3669,434.34,False,64.2,263.56,-2.93,,518.16,1000,False,0,2025-06-24T20:07:32
3c6446,DLH5EW  ,Germany,1750795650,1750795650,9.1568,49.9171,1981.2,False,131.51,299.27,-5.2,,2118.36,1000,False,0,2025-06-24T20:07:32
3c6441,DLH3WA  ,Germany,1750795651,1750795651,15.8539,45.7551,10660.38,False,233.63,133.39,-0.33,,11193.78,1000,False,0,2025-06-24T20:07:32
4b161b,SWR558F ,Switzerland,1750795651,1750795651,9.5064,48.9216,10363.2,False,222.94,9.03,0.0,,10858.5,1000,False,0,2025-06-24T20:07:32
4b161e,EDW45L  ,Switzerland,1750795651,1750795651,13.1738,46.8799,10980.42,False,220.2,309.98,-0.98,,11529.06,6042,False,0,2025-06-24T20:07:32
a05521,N120QS  ,United States,1750795650,1750795651,-3.0125,44.8811,10500.36,False,222.01,189.2,-11.7,,11026.14,2272,False,0,2025-06-24T20:07:32
440c6f,EJU96XG ,Austria,1750795651,1750795651,-8.5676,39.0384,2918.46,False,143.11,261.32,-5.53,,3078.48,4055,False,0,2025-06-24T20:07:32
4b1691,SWR193B ,Switzerland,1750795651,1750795651,8.2733,47.2611,4335.78,False,156.38,34.0,-5.2,,4617.72,1000,False,0,2025-06-24T20:07:32
49514c,TAP837  ,Portugal,1750795650,1750795650,-0.5718,39.7354,10668.0,False,207.5,278.41,0.0,,11262.36,4004,False,0,2025-06-24T20:07:32
49514d,TAP58Y  ,Portugal,1750795651,1750795651,-3.0524,48.2516,10355.58,False,244.04,32.52,0.0,,10843.26,2251,False,0,2025-06-24T20:07:32
49514f,TAP1366 ,Portugal,1750795651,1750795651,-6.7856,40.5995,10988.04,False,262.33,43.81,0.0,,11399.52,2225,False,0,2025-06-24T20:07:32
495150,TAP5MD  ,Portugal,1750795651,1750795651,8.3704,47.4754,10988.04,False,232.1,14.9,-0.33,,11521.44,1000,False,0,2025-06-24T20:07:32
495152,TAP765  ,Portugal,1750795650,1750795650,-5.1929,45.2716,10058.4,False,205.88,201.24,0.0,,10546.08,2233,False,0,2025-06-24T20:07:32
151f0d,SDM6312 ,Russian Federation,1750794632,1750795650,24.0761,59.6938,11285.22,False,242.48,73.1,0.0,,11231.88,6634,False,0,2025-06-24T20:07:32
40080f,LOG33YB ,United Kingdom,1750795651,1750795651,-3.0624,55.8814,1805.94,False,123.13,3.11,-6.5,,1805.94,6220,False,0,2025-06-24T20:07:32
495145,TAP127M ,Portugal,1750795651,1750795651,8.8347,44.768,10660.38,False,221.09,234.76,0.0,,11224.26,0253,False,0,2025-06-24T20:07:32
495148,TAP838Z ,Portugal,1750795651,1750795651,-7.4105,39.5114,9342.12,False,248.22,65.77,6.18,,9646.92,5252,False,0,2025-06-24T20:07:32
440c31,EJU7852 ,Austria,1750795651,1750795651,-0.0472,53.3006,7010.4,False,247.58,104.93,0.33,,7269.48,6254,False,0,2025-06-24T20:07:32
440c32,EJU34GP ,Austria,1750795651,1750795651,-5.275,42.6423,11590.02,False,232.3,28.72,-4.88,,12092.94,5402,False,0,2025-06-24T20:07:32
440c35,EJU56CU ,Austria,1750795592,1750795598,4.7557,52.3106,,True,0.0,149.06,,,,5377,False,0,2025-06-24T20:07:32
440c36,EJU18WG ,Austria,1750795651,1750795651,-3.5224,49.6139,11887.2,False,214.97,183.7,-0.65,,12359.64,2043,False,0,2025-06-24T20:07:32
400804,BAW756  ,United Kingdom,1750795650,1750795651,2.2371,48.9656,8839.2,False,228.37,140.39,0.0,,9288.78,6325,False,0,2025-06-24T20:07:32
4b027f,EZS1297 ,Switzerland,1750795651,1750795651,4.7979,48.2683,11414.76,False,212.69,320.5,2.93,,11940.54,6703,False,0,2025-06-24T20:07:32
4b027e,EZS1548 ,Switzerland,1750795650,1750795650,15.3118,43.3721,11582.4,False,220.7,308.66,-0.33,,12207.24,2017,False,0,2025-06-24T20:07:32
4b027d,EZS34XD ,Switzerland,1750795651,1750795651,3.3117,44.6683,9921.24,False,240.44,60.8,-4.88,,10492.74,1174,False,0,2025-06-24T20:07:32
4b027c,EJU73GM ,Switzerland,1750795651,1750795651,4.5747,45.172,10416.54,False,241.53,52.01,-4.55,,10995.66,1000,False,0,2025-06-24T20:07:32
4b0281,EZS51JF ,Switzerland,1750795651,1750795651,11.5318,45.8104,11277.6,False,212.74,303.46,0.0,,11849.1,5521,False,0,2025-06-24T20:07:32
4b0280,EZS73RZ ,Switzerland,1750795650,1750795650,4.1081,44.9834,8679.18,False,224.71,61.26,-4.88,,9197.34,2214,False,0,2025-06-24T20:07:32
4b0274,EZS32EZ ,Switzerland,1750795651,1750795651,1.3102,43.6358,11567.16,False,240.76,53.25,0.0,,12153.9,1000,False,0,2025-06-24T20:07:32
485789,KLM701  ,Kingdom of the Netherlands,1750795651,1750795651,-2.1825,46.9107,10050.78,False,238.38,229.81,0.33,,10546.08,2135,False,0,2025-06-24T20:07:32
4b028e,SWR3F   ,Switzerland,1750795368,1750795426,8.5623,47.441,2125.98,False,2.57,244.69,,,,5253,False,0,2025-06-24T20:07:32
484442,KLM83R  ,Kingdom of the Netherlands,1750795651,1750795651,10.353,49.0721,8168.64,False,246.69,133.82,-14.31,,8610.6,1000,False,0,2025-06-24T20:07:32
4b028c,OAW9517 ,Switzerland,1750795651,1750795651,8.77,47.4422,1257.3,False,97.83,276.34,-6.83,,1386.84,7070,False,0,2025-06-24T20:07:32
4b028a,SWR880E ,Switzerland,1750795651,1750795651,11.4676,44.3168,5608.32,False,204.92,170.61,-9.1,,5981.7,1000,False,0,2025-06-24T20:07:32
4b0295,SWR9MY  ,Switzerland,1750795650,1750795651,7.2035,47.705,6797.04,False,209.92,109.77,-5.2,,7185.66,2023,False,0,2025-06-24T20:07:32
4b0294,SWR9BV  ,Switzerland,1750795651,1750795651,8.6922,47.626,3131.82,False,135.3,129.14,-5.53,,3345.18,1000,False,0,2025-06-24T20:07:32
4b0293,SWR85D  ,Switzerland,1750795650,1750795651,8.8832,47.4379,1676.4,False,89.64,252.29,-0.65,,1821.18,7505,False,0,2025-06-24T20:07:32
4b0292,SWR5DP  ,Switzerland,1750795553,1750795628,8.5611,47.4551,396.24,True,4.63,95.62,,,,1000,False,0,2025-06-24T20:07:32
3991e4,AFR1197 ,France,1750795651,1750795651,3.1029,48.9324,1836.42,False,133.92,49.52,-0.98,,1981.2,1000,False,0,2025-06-24T20:07:32
3991e6,AFR86QM ,France,1750795651,1750795651,1.4552,46.3232,10668.0,False,222.16,213.29,0.33,,11231.88,1000,False,0,2025-06-24T20:07:32
3991e5,AFR35BM ,France,1750795651,1750795651,2.9407,49.0124,1211.58,False,117.11,265.72,-0.33,,1333.5,1000,False,0,2025-06-24T20:07:32
3991e1,AFR99DW ,France,1750795651,1750795651,4.4013,46.0242,4465.32,False,209.59,143.38,-11.05,,4808.22,1000,False,0,2025-06-24T20:07:32
